(2, 28), 504.201700898	
(2, 39), 505.804660952	
(24, 19), 492.870686852	
(25, 18), 511.212731207	
(25, 29), 501.955221745	
(26, 17), 496.921154513	
(26, 28), 499.394400311	
(26, 39), 500.136824713	
(27, 16), 490.848779962	
(27, 27), 499.861153015	
(27, 38), 496.184956574	
(27, 49), 473.901340351	
(28, 15), 502.444058213	
(28, 26), 505.584546997	
(28, 37), 488.21979311	
(28, 48), 499.091103954	
(29, 14), 497.257913546	
(29, 25), 490.753182599	
(29, 36), 496.506237394	
(29, 47), 510.981580566	
(3, 16), 491.963948489	
(3, 27), 499.324222416	
(3, 38), 505.261953049	
(3, 49), 475.170672523	
(35, 19), 491.584969532	
(36, 18), 504.681811242	
(36, 29), 494.161986974	
(37, 17), 501.39001792	
(37, 28), 505.966266781	
(37, 39), 515.951374958	
(38, 16), 506.435957494	
(38, 27), 518.719197598	
(38, 38), 509.976873982	
(38, 49), 494.732373298	
(39, 15), 495.282579965	
(39, 26), 486.913837617	
(39, 37), 469.938624775	
(39, 48), 481.294537635	
(4, 15), 502.445183555	
(4, 26), 496.119224586	
(4, 37), 491.122645274	
(4, 48), 502.928582998	
(46, 19), 500.13571462	
(47, 18), 507.57537091	
(47, 29), 496.532169293	
(48, 17), 503.725351662	
(48, 28), 502.619612274	
(48, 39), 493.49595855	
(49, 16), 501.028634683	
(49, 27), 503.72015053	
(49, 38), 502.890106187	
(49, 49), 472.481232914	
(5, 14), 495.147814874	
(5, 25), 491.317390844	
(5, 36), 497.899313397	
(5, 47), 504.849357986	
(6, 13), 487.959997081	
(6, 24), 517.311454222	
(6, 35), 494.749172739	
(6, 46), 509.567591594	
(7, 12), 485.766092591	
(7, 23), 493.293751645	
(7, 34), 511.410935087	
(7, 45), 489.471177403	
(8, 11), 517.391096232	
(8, 22), 504.471904429	
(8, 33), 518.453198183	
(8, 44), 507.595727541	
(9, 10), 486.540073329	
(9, 21), 480.864991712	
(9, 32), 482.930548986	
(9, 43), 502.421821874	
(0, 18), 508.251181549	
(0, 29), 510.057348888	
(1, 17), 511.504658022	
(1, 28), 513.814086096	
(1, 39), 513.692655416	
(12, 19), 500.726258508	
(13, 18), 516.971368834	
(13, 29), 516.738571876	
(14, 17), 505.864359737	
(14, 28), 510.468455469	
(14, 39), 506.674189167	
(15, 16), 503.268374069	
(15, 27), 517.472621	
(15, 38), 514.424021441	
(15, 49), 495.954011477	
(16, 15), 487.72789293	
(16, 26), 497.205067971	
(16, 37), 473.076834189	
(16, 48), 476.465386024	
(17, 14), 496.338214191	
(17, 25), 501.435066173	
(17, 36), 499.18962514	
(17, 47), 504.555779981	
(18, 13), 487.183176287	
(18, 24), 513.265504234	
(18, 35), 497.823817932	
(18, 46), 504.47738805	
(19, 12), 490.236655075	
(19, 23), 493.718846675	
(19, 34), 507.273640128	
(19, 45), 499.289908204	
(2, 16), 505.884891434	
(2, 27), 512.407657418	
(2, 38), 514.865326871	
(2, 49), 496.710814608	
(23, 19), 502.980184361	
(24, 18), 496.6291742	
(24, 29), 491.03042426	
(25, 17), 494.44846649	
(25, 28), 504.891459453	
(25, 39), 505.707561284	
(26, 16), 495.985491024	
(26, 27), 512.600055166	
(26, 38), 495.897730466	
(26, 49), 490.644073346	
(27, 15), 498.838089105	
(27, 26), 495.559021927	
(27, 37), 480.167677291	
(27, 48), 483.781732851	
(28, 14), 507.446285315	
(28, 25), 502.232030734	
(28, 36), 508.951396104	
(28, 47), 514.088887748	
(29, 13), 485.523537121	
(29, 24), 514.197256904	
(29, 35), 498.880757841	
(29, 46), 507.002625309	
(3, 15), 484.883123813	
(3, 26), 485.691422806	
(3, 37), 465.671665309	
(3, 48), 485.322933999	
(34, 19), 492.791360579	
(35, 18), 498.798264085	
(35, 29), 487.306968914	
(36, 17), 492.259405324	
(36, 28), 490.970326243	
(36, 39), 499.101970727	
(37, 16), 505.81951097	
(37, 27), 515.447951271	
(37, 38), 513.923691244	
(37, 49), 495.931943805	
(38, 15), 510.439581036	
(38, 26), 500.252329748	
(38, 37), 489.969978344	
(38, 48), 499.49860414	
(39, 14), 491.177816866	
(39, 25), 485.116226939	
(39, 36), 494.488391347	
(39, 47), 503.53337503	
(4, 14), 505.811463336	
(4, 25), 501.243306647	
(4, 36), 506.9967178	
(4, 47), 520.101549873	
(45, 19), 511.148766027	
(46, 18), 502.688038559	
(46, 29), 500.971835671	
(47, 17), 494.670878046	
(47, 28), 497.999352024	
(47, 39), 501.975423222	
(48, 16), 496.146351226	
(48, 27), 512.131341608	
(48, 38), 507.435850335	
(48, 49), 485.24388065	
(49, 15), 499.713321967	
(49, 26), 489.303556956	
(49, 37), 481.112935202	
(49, 48), 479.485190556	
(5, 13), 490.206801088	
(5, 24), 499.160933835	
(5, 35), 492.450023701	
(5, 46), 501.427094807	
(6, 12), 486.890658694	
(6, 23), 503.824545659	
(6, 34), 508.030734175	
(6, 45), 493.242947399	
(7, 11), 508.841644255	
(7, 22), 503.665833343	
(7, 33), 513.153706914	
(7, 44), 493.45304985	
(8, 10), 489.783669715	
(8, 21), 492.271233122	
(8, 32), 499.310026996	
(8, 43), 512.343157149	
(9, 20), 494.173581091	
(9, 31), 497.571365384	
(9, 42), 472.779281131	
(0, 17), 512.038925513	
(0, 28), 512.281240737	
(0, 39), 513.157187539	
(1, 16), 513.797709528	
(1, 27), 518.052777709	
(1, 38), 516.068901395	
(1, 49), 501.031465853	
(11, 19), 516.663812108	
(12, 18), 502.956843905	
(12, 29), 499.308443821	
(13, 17), 521.50990654	
(13, 28), 518.11922571	
(13, 39), 516.685197217	
(14, 16), 509.805798121	
(14, 27), 516.907356013	
(14, 38), 514.863428509	
(14, 49), 488.476642987	
(15, 15), 509.964386225	
(15, 26), 503.558916737	
(15, 37), 486.266301354	
(15, 48), 498.862304374	
(16, 14), 494.928730643	
(16, 25), 480.983974329	
(16, 36), 493.915434531	
(16, 47), 499.781681258	
(17, 13), 495.588445033	
(17, 24), 506.53691279	
(17, 35), 493.693449094	
(17, 46), 513.024055178	
(18, 12), 491.134916618	
(18, 23), 490.407398059	
(18, 34), 507.836081949	
(18, 45), 490.724994315	
(19, 11), 517.909359852	
(19, 22), 497.537130556	
(19, 33), 510.699103335	
(19, 44), 500.996558194	
(2, 15), 503.119418726	
(2, 26), 500.895016147	
(2, 37), 488.958626491	
(2, 48), 500.380953576	
(22, 19), 496.325666681	
(23, 18), 506.94561134	
(23, 29), 497.594220246	
(24, 17), 491.879281729	
(24, 28), 487.060094352	
(24, 39), 492.413698277	
(25, 16), 506.089796131	
(25, 27), 512.240791344	
(25, 38), 512.781998734	
(25, 49), 489.191428135	
(26, 15), 493.826067785	
(26, 26), 495.582283963	
(26, 37), 490.944217017	
(26, 48), 491.448141329	
(27, 14), 499.416385641	
(27, 25), 486.331528623	
(27, 36), 498.511477215	
(27, 47), 510.071404988	
(28, 13), 500.031850298	
(28, 24), 518.024501101	
(28, 35), 503.506710148	
(28, 46), 524.832700327	
(29, 12), 485.017773621	
(29, 23), 495.896980697	
(29, 34), 509.476384595	
(29, 45), 495.052481018	
(3, 14), 496.95180052	
(3, 25), 483.896355818	
(3, 36), 496.371406083	
(3, 47), 501.871567797	
(33, 19), 502.896664818	
(34, 18), 495.73731925	
(34, 29), 492.648803422	
(35, 17), 482.81759997	
(35, 28), 491.873828689	
(35, 39), 498.851336847	
(36, 16), 500.626381208	
(36, 27), 497.261277809	
(36, 38), 505.455832869	
(36, 49), 483.30670352	
(37, 15), 506.245822381	
(37, 26), 503.658705113	
(37, 37), 494.824295594	
(37, 48), 501.851225287	
(38, 14), 513.547129765	
(38, 25), 501.80960376	
(38, 36), 508.048775951	
(38, 47), 514.517199462	
(39, 13), 485.465325824	
(39, 24), 498.957438507	
(39, 35), 490.325435832	
(39, 46), 507.576007244	
(4, 13), 502.361164051	
(4, 24), 515.714543757	
(4, 35), 503.70493865	
(4, 46), 513.469882435	
(44, 19), 489.862871962	
(45, 18), 511.008179003	
(45, 29), 516.028369133	
(46, 17), 498.04960106	
(46, 28), 494.470848687	
(46, 39), 500.468899835	
(47, 16), 490.020062909	
(47, 27), 503.43896743	
(47, 38), 499.528706708	
(47, 49), 477.608507965	
(48, 15), 496.678550008	
(48, 26), 496.65630134	
(48, 37), 480.738071426	
(48, 48), 495.486169033	
(49, 14), 499.714652786	
(49, 25), 501.917453301	
(49, 36), 491.920049121	
(49, 47), 502.577367523	
(5, 12), 484.18410739	
(5, 23), 488.880941443	
(5, 34), 497.432635231	
(5, 45), 495.730289611	
(6, 11), 503.664194374	
(6, 22), 495.52743352	
(6, 33), 505.442004952	
(6, 44), 498.1173591	
(7, 10), 484.621061951	
(7, 21), 489.894172019	
(7, 32), 490.502955797	
(7, 43), 511.5590192	
(8, 20), 507.785687654	
(8, 31), 517.508304989	
(8, 42), 483.101642303	
(9, 30), 497.414986374	
(9, 41), 484.019829048	
(0, 16), 517.0448571	
(0, 27), 526.645902462	
(0, 38), 513.931603507	
(0, 49), 501.641721806	
(1, 15), 512.599365391	
(1, 26), 512.55059629	
(1, 37), 493.918613861	
(1, 48), 499.359151215	
(10, 19), 494.537928997	
(11, 18), 520.716177589	
(11, 29), 512.496368525	
(12, 17), 498.498350294	
(12, 28), 501.278743804	
(12, 39), 506.626214423	
(13, 16), 515.475547656	
(13, 27), 528.544301117	
(13, 38), 526.395708337	
(13, 49), 499.108344844	
(14, 15), 509.939629611	
(14, 26), 508.001140231	
(14, 37), 492.611088923	
(14, 48), 495.266445701	
(15, 14), 507.650595508	
(15, 25), 501.624675886	
(15, 36), 507.654037233	
(15, 47), 517.945815061	
(16, 13), 490.480513997	
(16, 24), 504.656254241	
(16, 35), 483.054273951	
(16, 46), 504.092175392	
(17, 12), 490.564459831	
(17, 23), 492.297353071	
(17, 34), 511.594809311	
(17, 45), 493.055831391	
(18, 11), 507.120387542	
(18, 22), 496.926688054	
(18, 33), 503.178617042	
(18, 44), 497.508541234	
(19, 10), 488.852409906	
(19, 21), 488.4330723	
(19, 32), 492.355817154	
(19, 43), 499.567487504	
(2, 14), 498.604143819	
(2, 25), 501.087751581	
(2, 36), 510.195419429	
(2, 47), 514.083512138	
(21, 19), 496.108623881	
(22, 18), 502.653753621	
(22, 29), 497.680996304	
(23, 17), 488.785093145	
(23, 28), 493.954618379	
(23, 39), 498.923393343	
(24, 16), 493.134180361	
(24, 27), 503.246790905	
(24, 38), 493.572202106	
(24, 49), 484.892594837	
(25, 15), 501.588693814	
(25, 26), 497.898837012	
(25, 37), 485.370876296	
(25, 48), 503.076564121	
(26, 14), 503.449781897	
(26, 25), 493.09577483	
(26, 36), 498.039008177	
(26, 47), 511.537023386	
(27, 13), 492.890496626	
(27, 24), 511.295017921	
(27, 35), 489.967009801	
(27, 46), 512.460215529	
(28, 12), 499.481568216	
(28, 23), 502.472475805	
(28, 34), 514.161883954	
(28, 45), 506.093487194	
(29, 11), 518.30057994	
(29, 22), 504.256164183	
(29, 33), 503.527142946	
(29, 44), 503.061722786	
(3, 13), 486.675991365	
(3, 24), 500.089980975	
(3, 35), 487.853724289	
(3, 46), 508.894602601	
(32, 19), 487.003198952	
(33, 18), 508.196338773	
(33, 29), 503.356212614	
(34, 17), 504.10550179	
(34, 28), 497.810870708	
(34, 39), 496.002579464	
(35, 16), 493.732603985	
(35, 27), 501.428925016	
(35, 38), 495.071414083	
(35, 49), 473.15488661	
(36, 15), 495.419783901	
(36, 26), 493.290869215	
(36, 37), 475.078084943	
(36, 48), 487.289839482	
(37, 14), 500.611675071	
(37, 25), 501.783480062	
(37, 36), 509.118439116	
(37, 47), 510.107142754	
(38, 13), 504.43617389	
(38, 24), 513.382769196	
(38, 35), 508.321710092	
(38, 46), 515.047477417	
(39, 12), 476.537041181	
(39, 23), 486.276620444	
(39, 34), 503.921268692	
(39, 45), 488.418695682	
(4, 12), 490.719169457	
(4, 23), 501.352499563	
(4, 34), 513.079957241	
(4, 45), 500.130229207	
(40, 9), 510.121555993	
(43, 19), 511.04043506	
(44, 18), 502.309033994	
(44, 29), 495.138972417	
(45, 17), 505.798096486	
(45, 28), 503.24271479	
(45, 39), 509.102969493	
(46, 16), 506.255329552	
(46, 27), 509.697582876	
(46, 38), 510.831028606	
(46, 49), 480.438857065	
(47, 15), 500.468448506	
(47, 26), 493.430398299	
(47, 37), 481.257940838	
(47, 48), 487.960112787	
(48, 14), 501.512289646	
(48, 25), 498.730578552	
(48, 36), 493.971333063	
(48, 47), 506.33724894	
(49, 13), 489.321275042	
(49, 24), 510.490190732	
(49, 35), 488.49096394	
(49, 46), 505.688721875	
(5, 11), 508.247519206	
(5, 22), 497.724500609	
(5, 33), 507.392616761	
(5, 44), 498.76797938	
(6, 10), 486.034142664	
(6, 21), 494.339588199	
(6, 32), 494.61750688	
(6, 43), 507.122442833	
(7, 20), 505.054741226	
(7, 31), 506.045233715	
(7, 42), 481.046756182	
(8, 30), 499.273370435	
(8, 41), 501.244960803	
(9, 40), 493.117283172	
(0, 15), 509.300778671	
(0, 26), 504.143855581	
(0, 37), 496.868305727	
(0, 48), 508.214888047	
(1, 14), 511.320566417	
(1, 25), 510.841108206	
(1, 36), 519.80530975	
(1, 47), 521.137466181	
(10, 18), 493.255111713	
(10, 29), 489.551307572	
(11, 17), 515.176675327	
(11, 28), 511.305500366	
(11, 39), 512.890188292	
(12, 16), 501.649953191	
(12, 27), 505.870543449	
(12, 38), 511.226304844	
(12, 49), 486.008102369	
(13, 15), 511.550103822	
(13, 26), 516.232401395	
(13, 37), 487.811857772	
(13, 48), 503.012796429	
(14, 14), 511.692409933	
(14, 25), 508.193369805	
(14, 36), 508.549982491	
(14, 47), 520.131606344	
(15, 13), 499.636636543	
(15, 24), 520.741882114	
(15, 35), 503.863717754	
(15, 46), 526.53256668	
(16, 12), 478.622408953	
(16, 23), 492.97447003	
(16, 34), 506.261554904	
(16, 45), 489.979233382	
(17, 11), 514.499888158	
(17, 22), 502.556827682	
(17, 33), 503.74997789	
(17, 44), 494.219341289	
(18, 10), 485.797331665	
(18, 21), 492.968639759	
(18, 32), 491.850286635	
(18, 43), 501.267178463	
(19, 20), 503.161468351	
(19, 31), 512.275014326	
(19, 42), 472.560201517	
(2, 13), 498.561931716	
(2, 24), 521.176706734	
(2, 35), 503.675578925	
(2, 46), 514.12109397	
(20, 19), 506.311292088	
(21, 18), 498.522203022	
(21, 29), 490.445249809	
(22, 17), 495.231890472	
(22, 28), 493.38907046	
(22, 39), 504.04130476	
(23, 16), 501.905599759	
(23, 27), 512.248326795	
(23, 38), 509.916579149	
(23, 49), 479.80619481	
(24, 15), 494.32113663	
(24, 26), 489.906642117	
(24, 37), 477.18399849	
(24, 48), 478.578962916	
(25, 14), 504.682267595	
(25, 25), 495.05404056	
(25, 36), 507.231870461	
(25, 47), 506.531262238	
(26, 13), 481.986169531	
(26, 24), 514.500308737	
(26, 35), 499.473945074	
(26, 46), 508.799269247	
(27, 12), 481.362593244	
(27, 23), 489.062240272	
(27, 34), 505.702606307	
(27, 45), 489.059305443	
(28, 11), 524.165862096	
(28, 22), 511.912587851	
(28, 33), 517.774401745	
(28, 44), 507.259847009	
(29, 10), 483.45612595	
(29, 21), 487.073051177	
(29, 32), 498.653203256	
(29, 43), 504.453619257	
(3, 12), 483.013111725	
(3, 23), 489.020492247	
(3, 34), 505.355707876	
(3, 45), 488.415332197	
(30, 9), 518.960564159	
(31, 19), 509.987678435	
(32, 18), 494.822050124	
(32, 29), 485.163383618	
(33, 17), 497.595906974	
(33, 28), 499.893182561	
(33, 39), 500.022064925	
(34, 16), 489.716977573	
(34, 27), 500.509241406	
(34, 38), 505.93163288	
(34, 49), 482.00748846	
(35, 15), 492.722149943	
(35, 26), 490.147613484	
(35, 37), 472.477422464	
(35, 48), 482.118294989	
(36, 14), 495.797035802	
(36, 25), 497.212465464	
(36, 36), 495.615460792	
(36, 47), 503.181647601	
(37, 13), 502.016162466	
(37, 24), 518.143295623	
(37, 35), 504.787719885	
(37, 46), 521.616976103	
(38, 12), 506.682579398	
(38, 23), 504.12781316	
(38, 34), 519.575588391	
(38, 45), 507.584570403	
(39, 11), 511.305539156	
(39, 22), 490.380877687	
(39, 33), 503.190947051	
(39, 44), 485.140028299	
(4, 11), 520.041042246	
(4, 22), 508.390883799	
(4, 33), 511.628512205	
(4, 44), 503.957566918	
(40, 8), 513.763735371	
(41, 9), 490.73075301	
(42, 19), 505.243784689	
(43, 18), 506.064408557	
(43, 29), 511.708989998	
(44, 17), 488.571716218	
(44, 28), 491.161016111	
(44, 39), 500.928030045	
(45, 16), 511.950744696	
(45, 27), 523.013312558	
(45, 38), 514.705428206	
(45, 49), 494.559249504	
(46, 15), 497.960067636	
(46, 26), 494.887873892	
(46, 37), 481.979599644	
(46, 48), 489.091650788	
(47, 14), 493.431354409	
(47, 25), 488.14716922	
(47, 36), 493.858406604	
(47, 47), 503.970002507	
(48, 13), 493.521053713	
(48, 24), 507.172325869	
(48, 35), 496.397020796	
(48, 46), 506.808236334	
(49, 12), 491.734031222	
(49, 23), 489.001089927	
(49, 34), 501.61310137	
(49, 45), 487.143060134	
(5, 10), 487.744136061	
(5, 21), 484.333480205	
(5, 32), 489.844571905	
(5, 43), 501.969564973	
(6, 20), 501.436890116	
(6, 31), 496.801402584	
(6, 42), 477.076540924	
(7, 30), 501.792191841	
(7, 41), 501.435167814	
(8, 40), 500.890119067	
(0, 14), 508.351379172	
(0, 25), 500.0219132	
(0, 36), 508.251675018	
(0, 47), 516.009150895	
(1, 13), 504.260933705	
(1, 24), 531.071056846	
(1, 35), 514.117781861	
(1, 46), 527.675890877	
(10, 17), 491.225667633	
(10, 28), 496.532216093	
(10, 39), 495.925081036	
(11, 16), 507.468457133	
(11, 27), 521.589651143	
(11, 38), 519.657129475	
(11, 49), 492.798244941	
(12, 15), 501.451039916	
(12, 26), 493.712188927	
(12, 37), 486.051799439	
(12, 48), 489.258161377	
(13, 14), 511.539756836	
(13, 25), 514.458453967	
(13, 36), 512.302609451	
(13, 47), 522.904098989	
(14, 13), 505.451889696	
(14, 24), 518.237645389	
(14, 35), 505.241186186	
(14, 46), 517.026011592	
(15, 12), 500.028478313	
(15, 23), 504.927720182	
(15, 34), 518.579656994	
(15, 45), 507.889766682	
(16, 11), 504.305825289	
(16, 22), 504.486124652	
(16, 33), 509.924318216	
(16, 44), 495.704326863	
(17, 10), 487.133591177	
(17, 21), 498.12534448	
(17, 32), 501.361640231	
(17, 43), 505.82013393	
(18, 20), 500.919308108	
(18, 31), 504.585462944	
(18, 42), 476.994963073	
(19, 30), 499.015056233	
(19, 41), 500.603410664	
(2, 12), 497.122779651	
(2, 23), 501.881695137	
(2, 34), 523.464824129	
(2, 45), 505.769041843	
(20, 18), 506.743462223	
(20, 29), 504.854107944	
(20, 9), 495.118082853	
(21, 17), 493.454458972	
(21, 28), 492.384006146	
(21, 39), 497.127983466	
(22, 16), 499.161543529	
(22, 27), 505.323917598	
(22, 38), 506.814065209	
(22, 49), 483.953906927	
(23, 15), 499.595589956	
(23, 26), 493.974688653	
(23, 37), 487.806648943	
(23, 48), 491.372976953	
(24, 14), 489.477621527	
(24, 25), 487.482669986	
(24, 36), 495.522737004	
(24, 47), 502.296214394	
(25, 13), 492.169096241	
(25, 24), 516.962603028	
(25, 35), 501.201619466	
(25, 46), 516.508282629	
(26, 12), 492.062881781	
(26, 23), 498.431969753	
(26, 34), 511.207698748	
(26, 45), 500.132975818	
(27, 11), 509.322846348	
(27, 22), 500.339140807	
(27, 33), 509.592137169	
(27, 44), 498.318042271	
(28, 10), 493.090707031	
(28, 21), 499.872068137	
(28, 32), 501.78606495	
(28, 43), 516.592316306	
(29, 20), 506.383729808	
(29, 31), 511.196147444	
(29, 42), 481.161483428	
(3, 11), 508.67148637	
(3, 22), 490.917504907	
(3, 33), 504.544508202	
(3, 44), 500.222939302	
(30, 19), 517.640632075	
(30, 8), 524.751259546	
(31, 18), 510.545187245	
(31, 29), 509.977718331	
(31, 9), 503.249824951	
(32, 17), 484.538031	
(32, 28), 494.77127036	
(32, 39), 485.931402315	
(33, 16), 500.730179048	
(33, 27), 508.064684317	
(33, 38), 510.379962368	
(33, 49), 487.737960062	
(34, 15), 491.709977177	
(34, 26), 490.680118081	
(34, 37), 476.899761472	
(34, 48), 485.68424521	
(35, 14), 489.953897	
(35, 25), 489.694035991	
(35, 36), 494.362892287	
(35, 47), 503.658148627	
(36, 13), 486.250986471	
(36, 24), 505.66544517	
(36, 35), 499.217158323	
(36, 46), 507.249251853	
(37, 12), 494.928498283	
(37, 23), 503.673425576	
(37, 34), 513.168606414	
(37, 45), 503.659761354	
(38, 11), 521.632442553	
(38, 22), 510.125028254	
(38, 33), 522.814946477	
(38, 44), 505.801293305	
(39, 10), 480.548911794	
(39, 21), 486.129655241	
(39, 32), 493.389820387	
(39, 43), 500.766606587	
(4, 10), 497.22636587	
(4, 21), 493.366860031	
(4, 32), 499.161780203	
(4, 43), 514.771210113	
(40, 7), 515.15826632	
(41, 19), 492.681714203	
(41, 8), 498.835065486	
(42, 18), 500.225485794	
(42, 29), 490.404112214	
(42, 9), 495.897427999	
(43, 17), 509.174981685	
(43, 28), 504.483458482	
(43, 39), 506.116434139	
(44, 16), 500.204179499	
(44, 27), 503.771625013	
(44, 38), 496.578106556	
